question_id,question,question_type,level,condition,reference_answer,generated_answer,f1,exact_match,retrieval_recall,context_words,retrieved_ids
5a7943ea5542994bb9456fd3,What did Pioneer 4 fly by before inserting into the type orbit that planets of the Solar System are in around the sun?,bridge,hard,contaminated,Moon's surface,the Moon,0.0,0,,602,"P9,P6,P2,P7"
5ae71f06554299572ea54708,Christopher de Haro provided the financial backing to what Portuguese explorer who organised the Spanish expedition to the East Indies from 1519 to 1522? ,bridge,hard,clean,Ferdinand Magellan,Ferdinand Magellan,1.0,1,1.0,325,"P7,P3,P6,P4"
5ae71f06554299572ea54708,Christopher de Haro provided the financial backing to what Portuguese explorer who organised the Spanish expedition to the East Indies from 1519 to 1522? ,bridge,hard,remove_one,Ferdinand Magellan,Ferdinand Magellan,1.0,1,1.0,360,"P7,P6,P4,P8"
5ae71f06554299572ea54708,Christopher de Haro provided the financial backing to what Portuguese explorer who organised the Spanish expedition to the East Indies from 1519 to 1522? ,bridge,hard,remove_all,Ferdinand Magellan,Ferdinand Magellan,1.0,1,,371,"P6,P8,P4,P1"
5ae71f06554299572ea54708,Christopher de Haro provided the financial backing to what Portuguese explorer who organised the Spanish expedition to the East Indies from 1519 to 1522? ,bridge,hard,contaminated,Ferdinand Magellan,Ferdinand Magellan,1.0,1,,458,"P6,P4,D0,D1"
5adebbbd554299728e26c793,"Northland Mall was the first directionally-named shopping center in Columbus, 5 years before which shopping center at the intersection of US-40 and I-270?",bridge,hard,clean,Westland Mall,Westland Mall,1.0,1,1.0,505,"P4,P9,P6,P8"
5adebbbd554299728e26c793,"Northland Mall was the first directionally-named shopping center in Columbus, 5 years before which shopping center at the intersection of US-40 and I-270?",bridge,hard,remove_one,Westland Mall,Westland Mall,1.0,1,1.0,506,"P8,P9,P6,P2"
5adebbbd554299728e26c793,"Northland Mall was the first directionally-named shopping center in Columbus, 5 years before which shopping center at the intersection of US-40 and I-270?",bridge,hard,remove_all,Westland Mall,The evidence does not provide the name of the shopping center at the intersection of US‑40 and I‑270.,0.0,0,,683,"P9,P6,P2,P7"
5adebbbd554299728e26c793,"Northland Mall was the first directionally-named shopping center in Columbus, 5 years before which shopping center at the intersection of US-40 and I-270?",bridge,hard,contaminated,Westland Mall,,0.0,0,,683,"P9,P6,P2,P7"
5abec9b25542997ec76fd366,What city was the capital of the Ostrogothic Kingdom and the birth place of Ornella Fiorentini?,bridge,hard,clean,"Ravenna (] , also locally ] ; Romagnol: ""Ravèna"" ) is the capital city of the Province of Ravenna",Ravenna,0.15384615384615385,0,0.5,362,"P7,P1,P3,P2"
5abec9b25542997ec76fd366,What city was the capital of the Ostrogothic Kingdom and the birth place of Ornella Fiorentini?,bridge,hard,remove_one,"Ravenna (] , also locally ] ; Romagnol: ""Ravèna"" ) is the capital city of the Province of Ravenna",Ravenna,0.15384615384615385,0,0.0,360,"P1,P3,P2,P0"
5abec9b25542997ec76fd366,What city was the capital of the Ostrogothic Kingdom and the birth place of Ornella Fiorentini?,bridge,hard,remove_all,"Ravenna (] , also locally ] ; Romagnol: ""Ravèna"" ) is the capital city of the Province of Ravenna",Ravenna,0.15384615384615385,0,,360,"P1,P3,P2,P0"
5abec9b25542997ec76fd366,What city was the capital of the Ostrogothic Kingdom and the birth place of Ornella Fiorentini?,bridge,hard,contaminated,"Ravenna (] , also locally ] ; Romagnol: ""Ravèna"" ) is the capital city of the Province of Ravenna",Ravenna,0.15384615384615385,0,,360,"P1,P3,P2,P0"
5ae60426554299546bf83019,Which American Space Western animated series did Celebrity Home Entertainment released ,bridge,hard,clean,BraveStarr,BraveStarr,1.0,1,0.5,361,"P7,P8,P5,P3"
5ae60426554299546bf83019,Which American Space Western animated series did Celebrity Home Entertainment released ,bridge,hard,remove_one,BraveStarr,BraveStarr,1.0,1,1.0,370,"P7,P8,P9,P5"
5ae60426554299546bf83019,Which American Space Western animated series did Celebrity Home Entertainment released ,bridge,hard,remove_all,BraveStarr,COPS,0.0,0,,385,"P8,P5,P3,P1"
5ae60426554299546bf83019,Which American Space Western animated series did Celebrity Home Entertainment released ,bridge,hard,contaminated,BraveStarr,COPS,0.0,0,,385,"P8,P1,P5,P3"
5a7943c655429970f5fffe89,Which of the teams that Sun-woo Kim played on never won a division title?,bridge,hard,clean,Colorado Rockies,Colorado Rockies,1.0,1,0.5,583,"P5,P7,P8,P1"
5a7943c655429970f5fffe89,Which of the teams that Sun-woo Kim played on never won a division title?,bridge,hard,remove_one,Colorado Rockies,Serbian White Eagles.,0.0,0,0.0,625,"P5,P8,P7,P0"
5a7943c655429970f5fffe89,Which of the teams that Sun-woo Kim played on never won a division title?,bridge,hard,remove_all,Colorado Rockies,"Serbian White Eagles, Toronto Croatia",0.0,0,,625,"P5,P7,P8,P0"
5a7943c655429970f5fffe89,Which of the teams that Sun-woo Kim played on never won a division title?,bridge,hard,contaminated,Colorado Rockies,No team can be identified from the given evidence.,0.0,0,,568,"P5,P7,P8,P3"
5a7fc8d05542992e7d278d86,"Which Air Force member was behind enemy lines for 11 1/2 days and had the largest,longest and most complex rescue mission?",bridge,hard,clean,"Lieutenant Colonel Iceal E. ""Gene"" Hambleton","Lieutenant Colonel Iceal E. “Gene” Hambleton, USAF.",0.7692307692307692,0,1.0,535,"P0,P6,P1,P9"
5a7fc8d05542992e7d278d86,"Which Air Force member was behind enemy lines for 11 1/2 days and had the largest,longest and most complex rescue mission?",bridge,hard,remove_one,"Lieutenant Colonel Iceal E. ""Gene"" Hambleton",Iceal “Gene” Hambleton.,0.4444444444444444,0,1.0,467,"P6,P9,P1,P2"
5a7fc8d05542992e7d278d86,"Which Air Force member was behind enemy lines for 11 1/2 days and had the largest,longest and most complex rescue mission?",bridge,hard,remove_all,"Lieutenant Colonel Iceal E. ""Gene"" Hambleton",Lieutenant George Musulin,0.2222222222222222,0,,523,"P9,P1,P3,P2"
5a7fc8d05542992e7d278d86,"Which Air Force member was behind enemy lines for 11 1/2 days and had the largest,longest and most complex rescue mission?",bridge,hard,contaminated,"Lieutenant Colonel Iceal E. ""Gene"" Hambleton",Lieutenant George Musulin.,0.2222222222222222,0,,789,"P9,P1,D0,D1"
5a7754d85542993735360234,"Who was born first, Frank I. Cobb or Joseph Pulitzer?",bridge,hard,clean,Joseph J. Pulitzer,Joseph Pulitzer.,0.8,0,1.0,343,"P2,P9,P3,P7"
5a7754d85542993735360234,"Who was born first, Frank I. Cobb or Joseph Pulitzer?",bridge,hard,remove_one,Joseph J. Pulitzer,"The evidence does not provide Frank I. Cobb’s birth date, so it cannot be determined who was born first.",0.0,0,1.0,429,"P3,P9,P7,P6"
5a7754d85542993735360234,"Who was born first, Frank I. Cobb or Joseph Pulitzer?",bridge,hard,remove_all,Joseph J. Pulitzer,The evidence does not provide enough information to determine who was born first.,0.0,0,,416,"P3,P7,P6,P5"
5a7754d85542993735360234,"Who was born first, Frank I. Cobb or Joseph Pulitzer?",bridge,hard,contaminated,Joseph J. Pulitzer,Joseph Pulitzer,0.8,0,,541,"P3,P6,P7,D1"
5ae0bc185542993d6555ec29,Penny Rae Bridges starred in a television sitcom with what other actor?,bridge,hard,clean,Ben Savage,Essence Atkins,0.0,0,0.5,290,"P7,P2,P9,P1"
5ae0bc185542993d6555ec29,Penny Rae Bridges starred in a television sitcom with what other actor?,bridge,hard,remove_one,Ben Savage,Todd Bridges,0.0,0,1.0,346,"P7,P9,P2,P6"
5ae0bc185542993d6555ec29,Penny Rae Bridges starred in a television sitcom with what other actor?,bridge,hard,remove_all,Ben Savage,Todd Bridges,0.0,0,,358,"P7,P1,P6,P9"
5ae0bc185542993d6555ec29,Penny Rae Bridges starred in a television sitcom with what other actor?,bridge,hard,contaminated,Ben Savage,Todd Bridges,0.0,0,,358,"P1,P7,P6,P9"
5a8126265542995ce29dcbc9,Which South African anti-apartheid archbishop was part of the actions against the ruling National Party government?,bridge,hard,clean,Desmond Mpilo Tutu,Desmond Mpilo Tutu,1.0,1,0.5,255,"P4,P8,P3,P9"
5a8126265542995ce29dcbc9,Which South African anti-apartheid archbishop was part of the actions against the ruling National Party government?,bridge,hard,remove_one,Desmond Mpilo Tutu,Desmond Mpilo Tutu,1.0,1,1.0,255,"P4,P8,P3,P9"
5a8126265542995ce29dcbc9,Which South African anti-apartheid archbishop was part of the actions against the ruling National Party government?,bridge,hard,remove_all,Desmond Mpilo Tutu,The evidence does not mention any South African anti-apartheid archbishop.,0.0,0,,333,"P4,P3,P6,P5"
5a8126265542995ce29dcbc9,Which South African anti-apartheid archbishop was part of the actions against the ruling National Party government?,bridge,hard,contaminated,Desmond Mpilo Tutu,No archbishop is mentioned in the evidence.,0.0,0,,247,"P4,P3,P6,P9"
5a84edf65542994c784dda8d,Black Pearl was a South Korean girl group who were known to follow the steps of what Norwegian pop music duo comprising Marit Larsen and Marion Raven?,bridge,hard,clean,M2M,M2M,1.0,1,1.0,444,"P5,P4,P0,P3"
5a84edf65542994c784dda8d,Black Pearl was a South Korean girl group who were known to follow the steps of what Norwegian pop music duo comprising Marit Larsen and Marion Raven?,bridge,hard,remove_one,M2M,M2M,1.0,1,1.0,487,"P5,P0,P3,P8"
5a84edf65542994c784dda8d,Black Pearl was a South Korean girl group who were known to follow the steps of what Norwegian pop music duo comprising Marit Larsen and Marion Raven?,bridge,hard,remove_all,M2M,M2M,1.0,1,,353,"P0,P3,P7,P6"
5a84edf65542994c784dda8d,Black Pearl was a South Korean girl group who were known to follow the steps of what Norwegian pop music duo comprising Marit Larsen and Marion Raven?,bridge,hard,contaminated,M2M,M2M,1.0,1,,507,"P0,P8,P3,P1"
5ae537895542990ba0bbb234,Where does the city situated where Kellyville Ridge is located?,bridge,hard,clean,on the Cumberland Plain,Sydney,0.0,0,0.5,231,"P8,P5,P7,P9"
5ae537895542990ba0bbb234,Where does the city situated where Kellyville Ridge is located?,bridge,hard,remove_one,on the Cumberland Plain,"Sydney, New South Wales, Australia",0.0,0,1.0,231,"P8,P5,P7,P9"
5ae537895542990ba0bbb234,Where does the city situated where Kellyville Ridge is located?,bridge,hard,remove_all,on the Cumberland Plain,Cannot be determined from the provided evidence.,0.0,0,,242,"P8,P7,P9,P6"
5ae537895542990ba0bbb234,Where does the city situated where Kellyville Ridge is located?,bridge,hard,contaminated,on the Cumberland Plain,Not enough information to determine.,0.0,0,,242,"P8,P7,P9,P6"
5abce85755429959677d6b3e,Le Rêve was created by the director behind what Cirque du Soleil production from 1998 onward?,bridge,hard,clean,O,O,1.0,1,0.5,416,"P6,P0,P3,P7"
5abce85755429959677d6b3e,Le Rêve was created by the director behind what Cirque du Soleil production from 1998 onward?,bridge,hard,remove_one,O,O,1.0,1,0.0,452,"P0,P3,P7,P8"
5abce85755429959677d6b3e,Le Rêve was created by the director behind what Cirque du Soleil production from 1998 onward?,bridge,hard,remove_all,O,O,1.0,1,,452,"P0,P3,P8,P7"
5abce85755429959677d6b3e,Le Rêve was created by the director behind what Cirque du Soleil production from 1998 onward?,bridge,hard,contaminated,O,O,1.0,1,,379,"P0,P3,P7,P4"
5ac0b8395542996f0d89cc21,"In which European language is ""Olympischerer"" an adjective?",bridge,hard,clean,German,German,1.0,1,0.5,471,"P3,P1,P6,P7"
5ac0b8395542996f0d89cc21,"In which European language is ""Olympischerer"" an adjective?",bridge,hard,remove_one,German,German,1.0,1,1.0,471,"P3,P1,P6,P7"
5ac0b8395542996f0d89cc21,"In which European language is ""Olympischerer"" an adjective?",bridge,hard,remove_all,German,German,1.0,1,,455,"P3,P1,P6,P5"
5ac0b8395542996f0d89cc21,"In which European language is ""Olympischerer"" an adjective?",bridge,hard,contaminated,German,German,1.0,1,,611,"P3,P6,D0,P5"
5a8841a35542994846c1ce69,What format does a 1170 kHz AM station that Jim Angel presented the news for have?,bridge,hard,clean,an oldies format,infotainment,0.0,0,0.5,245,"P0,P5,P9,P2"
5a8841a35542994846c1ce69,What format does a 1170 kHz AM station that Jim Angel presented the news for have?,bridge,hard,remove_one,an oldies format,Infotainment.,0.0,0,0.0,235,"P5,P9,P2,P4"
5a8841a35542994846c1ce69,What format does a 1170 kHz AM station that Jim Angel presented the news for have?,bridge,hard,remove_all,an oldies format,Infotainment.,0.0,0,,235,"P5,P9,P4,P2"
5a8841a35542994846c1ce69,What format does a 1170 kHz AM station that Jim Angel presented the news for have?,bridge,hard,contaminated,an oldies format,infotainment,0.0,0,,235,"P5,P4,P9,P2"
5ab7178f5542991d32223774,The film Navakoti Narayana was based on the life of Purandara Dasa who was born in what year?,bridge,hard,clean,1484,1484,1.0,1,1.0,360,"P5,P7,P9,P8"
5ab7178f5542991d32223774,The film Navakoti Narayana was based on the life of Purandara Dasa who was born in what year?,bridge,hard,remove_one,1484,1484,1.0,1,1.0,415,"P7,P2,P8,P9"
5ab7178f5542991d32223774,The film Navakoti Narayana was based on the life of Purandara Dasa who was born in what year?,bridge,hard,remove_all,1484,"I’m sorry, but the provided evidence does not contain the information needed to answer the question.",0.0,0,,335,"P8,P9,P2,P1"
5ab7178f5542991d32223774,The film Navakoti Narayana was based on the life of Purandara Dasa who was born in what year?,bridge,hard,contaminated,1484,1484,1.0,1,,353,"P2,P8,P9,P6"
5a893f305542993b751ca91e,"The Whitehead Light is located in what town with a population of 2,591 during the 2010 census?",bridge,hard,clean,St.George,St. George,0.0,0,1.0,325,"P7,P4,P5,P8"
5a893f305542993b751ca91e,"The Whitehead Light is located in what town with a population of 2,591 during the 2010 census?",bridge,hard,remove_one,St.George,St. George,0.0,0,1.0,339,"P7,P5,P8,P9"
5a893f305542993b751ca91e,"The Whitehead Light is located in what town with a population of 2,591 during the 2010 census?",bridge,hard,remove_all,St.George,The provided evidence does not contain the answer.,0.0,0,,344,"P5,P8,P9,P2"
5a893f305542993b751ca91e,"The Whitehead Light is located in what town with a population of 2,591 during the 2010 census?",bridge,hard,contaminated,St.George,Cannot be determined from the provided evidence.,0.0,0,,311,"P5,P9,P1,P8"
5a7147fd5542994082a3e758,When was the king that started coin production in Copenhagen born?,bridge,hard,clean,2 February 1455,The evidence does not state when King Hans was born.,0.0,0,0.5,433,"P2,P0,P7,P1"
5a7147fd5542994082a3e758,When was the king that started coin production in Copenhagen born?,bridge,hard,remove_one,2 February 1455,2 February 1455,1.0,1,1.0,680,"P2,P7,P6,P9"
5a7147fd5542994082a3e758,When was the king that started coin production in Copenhagen born?,bridge,hard,remove_all,2 February 1455,I don't know.,0.0,0,,721,"P2,P7,P9,P3"
5a7147fd5542994082a3e758,When was the king that started coin production in Copenhagen born?,bridge,hard,contaminated,2 February 1455,Not provided,0.0,0,,794,"P2,P7,D1,P9"
5ab44cd555429942dd415f10,Rafael de Souza Pereira is a defensive midfielder for what organization that is the top level of the Mexican football league system?,bridge,hard,clean,Liga MX,Tigres UANL,0.0,0,1.0,195,"P3,P7,P6,P5"
5ab44cd555429942dd415f10,Rafael de Souza Pereira is a defensive midfielder for what organization that is the top level of the Mexican football league system?,bridge,hard,remove_one,Liga MX,Querétaro Fútbol Club,0.0,0,1.0,200,"P9,P7,P6,P5"
5ab44cd555429942dd415f10,Rafael de Souza Pereira is a defensive midfielder for what organization that is the top level of the Mexican football league system?,bridge,hard,remove_all,Liga MX,Querétaro Fútbol Club.,0.0,0,,192,"P5,P6,P9,P2"
5ab44cd555429942dd415f10,Rafael de Souza Pereira is a defensive midfielder for what organization that is the top level of the Mexican football league system?,bridge,hard,contaminated,Liga MX,Querétaro Fútbol Club (Gallos Blancos de Querétaro),0.0,0,,192,"P9,P6,P5,P2"
5adf99065542992d7e9f93b0,Approximately what percent male is the student body of the University for which the Ouachita Baptist Tigers football program is the intercollegiate American football team?,bridge,hard,clean,45%,Approximately 45% male.,0.5,0,0.5,413,"P3,P2,P9,P5"
5adf99065542992d7e9f93b0,Approximately what percent male is the student body of the University for which the Ouachita Baptist Tigers football program is the intercollegiate American football team?,bridge,hard,remove_one,45%,The evidence does not provide the male percentage of Ouachita Baptist University's student body.,0.0,0,1.0,420,"P2,P9,P5,P6"
5adf99065542992d7e9f93b0,Approximately what percent male is the student body of the University for which the Ouachita Baptist Tigers football program is the intercollegiate American football team?,bridge,hard,remove_all,45%,The evidence does not provide the percentage of male students at Ouachita Baptist University.,0.0,0,,400,"P2,P9,P5,P7"
5adf99065542992d7e9f93b0,Approximately what percent male is the student body of the University for which the Ouachita Baptist Tigers football program is the intercollegiate American football team?,bridge,hard,contaminated,45%,The evidence does not provide the male percentage for Ouachita Baptist University.,0.0,0,,425,"P2,P9,P5,P1"
